-33	452	26	29	81	81	113	71	40	10	1	0
-32	557	22	32	59	142	102	108	80	9	2	1
-31	465	29	27	55	89	73	137	41	6	0	8
-30	444	14	24	78	89	123	69	29	6	12	0
-29	523	18	37	54	110	158	57	32	56	0	1
-28	836	19	17	93	376	100	66	160	5	0	0
-27	498	17	19	106	57	60	175	48	8	8	0
-26	607	29	60	29	48	289	92	41	16	2	1
-25	574	21	11	41	221	120	86	66	8	0	0
-24	710	6	25	191	138	156	125	53	12	3	1
-23	733	6	38	80	104	246	137	95	25	2	0
-22	665	25	17	94	216	155	89	57	10	1	1
-21	933	21	43	307	152	209	113	62	18	7	1
-20	714	19	47	94	136	233	98	62	21	1	3
-19	783	34	55	102	258	157	113	45	15	1	3
-18	1301	27	96	589	196	216	96	46	23	1	11
-17	632	35	57	47	117	172	116	46	17	20	5
-16	615	40	33	86	231	90	67	31	25	8	4
-15	568	22	36	61	71	59	120	111	45	37	6
-14	3923	86	126	120	130	382	1251	828	793	192	15
-13	46929	897	813	1075	1733	16162	11178	12219	2603	228	21
-12	104956	1458	1874	4408	41124	22111	28369	5054	446	81	31
-11	118733	2077	5738	53349	22531	29090	5033	580	268	54	13
-10	29966	1196	8874	3915	4985	4905	2713	2741	588	45	4
-9	33603	4859	2551	3709	10584	5162	5654	986	82	13	3
-8	25190	3269	4743	8203	3694	3808	977	233	226	33	4
-7	19626	5155	2892	1318	1362	3465	2310	2480	621	22	1
-6	21742	1517	660	1273	7962	4260	4815	1137	89	15	14
-5	19155	856	1125	7528	3675	3935	1334	366	256	75	5
-4	29417	1687	2788	1396	2201	8077	7017	4887	1308	48	8
-3	35447	2465	1355	1927	12779	9262	5938	1624	73	17	7
-2	26709	1036	1493	12550	5550	4490	1327	180	56	20	7
-1	28148	1396	4147	1776	2131	7465	4839	5040	1287	55	12
0	15468	518	389	627	5986	3676	3198	1006	61	5	2
1	64960	1678	2952	26246	13335	12100	5144	1723	1383	357	42
2	16458	444	1048	511	897	5942	3502	3239	774	77	24
3	24631	501	450	918	11044	5197	5190	1193	121	16	1
4	23528	645	1238	10761	4912	3857	1267	477	301	56	14
5	21271	787	2612	1054	1122	6694	4452	3618	834	83	15
6	38430	2277	1095	1327	14514	8258	9360	1433	136	27	3
7	20984	641	925	9403	4142	3933	1221	369	272	67	11
8	19127	588	2136	970	1274	5756	3599	4094	666	39	5
9	32787	1430	885	1253	14801	6531	6305	1448	104	18	12
10	29406	1164	1277	12096	6127	6668	1494	382	160	35	3
11	17480	521	1994	928	1363	5280	3947	2758	628	54	7
12	27953	1569	731	1284	11749	5964	5171	1317	118	32	18
13	26159	769	1324	12029	5288	4487	1365	450	371	59	17
14	26985	1028	2239	1021	1244	4769	7858	7489	1259	71	7
15	54062	1182	941	1679	12527	18244	16426	2871	155	26	11
16	65609	814	1792	11629	26520	20765	3466	325	230	63	5
17	25290	598	2611	2970	2352	7415	4253	4301	732	49	9
18	37751	1404	2324	2317	15283	7150	7543	1581	122	13	14
19	38700	4388	4105	15882	5841	6328	1426	401	218	92	19
20	17242	965	2977	1250	1370	4635	2878	2513	600	50	4
21	32120	1727	870	1629	13579	6605	6081	1486	105	26	12
22	27187	886	1457	12183	5509	4900	1662	311	199	66	14
23	22902	956	2295	1009	1343	7572	4503	3984	1158	67	15
24	35056	1469	1009	1344	14437	7629	7559	1453	105	25	26
25	24918	763	1114	11176	4970	4477	1715	325	249	109	20
26	19898	667	2447	1143	1227	6394	2948	4163	806	70	33
27	35597	1587	978	1290	14625	7038	8295	1606	124	38	16
28	25807	811	1060	12091	4625	5020	1514	369	224	77	16
29	23062	696	2587	1189	1428	7911	4554	3750	887	44	16
30	36765	1298	784	1483	16303	8289	6905	1538	106	35	24
31	27890	658	1229	13406	5668	5026	1349	216	223	97	18
32	20120	583	2781	1331	1331	6686	3479	3190	662	61	16
33	44599	1847	1020	1805	20858	8904	8567	1423	115	44	16
34	27962	838	1283	13671	5636	4632	1234	357	241	57	13
35	25524	765	3055	1085	1397	7505	5861	4453	1285	79	39
36	36683	1400	838	1545	15565	7869	7669	1622	101	41	33
37	33514	744	1920	15395	6768	6095	1731	416	306	123	16
38	28954	811	2785	1225	1633	10304	5910	4991	1185	81	29
39	49993	1511	1198	1812	22227	10637	10374	2019	133	43	39
40	46763	1058	2597	24958	8338	6864	2009	451	336	128	24
41	24622	879	3683	1640	1838	7207	4076	4093	1104	74	28
42	44059	1334	898	1878	18931	9817	8652	2317	164	34	34
43	32283	885	1598	15475	6364	5241	1823	456	317	89	35
44	33545	1473	3675	1740	2124	10721	5968	6412	1353	73	6
45	42077	2017	1223	1748	17951	7858	9055	2041	131	31	22
46	32429	804	1584	15738	5558	6116	1793	386	324	91	35
47	27380	827	3373	1384	2045	9030	4434	4852	1309	105	21
48	51036	1988	1060	2014	22213	10803	10530	2176	159	62	31
49	37065	825	1786	17763	6073	7048	2295	592	517	145	21
50	40089	1067	3996	1449	2003	11044	11586	7522	1246	135	41
51	48158	2279	1082	2137	20379	10696	9159	2214	148	29	35
52	35736	841	1650	16437	7592	6182	2244	362	287	120	21
53	27415	987	2886	1635	1494	9288	5166	4770	1072	101	16
54	45690	1976	1113	1718	20224	9114	9108	2126	202	72	37
55	37798	990	1551	18014	7398	6711	2087	489	408	128	22
56	28308	887	3146	1504	1727	9569	5308	4997	1052	98	20
57	45377	1541	1106	1860	20471	9910	8287	1995	150	35	22
58	33514	827	1526	16040	6786	5742	1727	388	331	124	23
59	33038	964	3991	2409	1735	10256	5399	6600	1563	95	26
60	50700	2041	2231	1960	20124	10337	11002	2684	269	35	17
61	38915	1425	1984	17531	7033	6984	2917	459	387	166	29
62	23876	1018	3295	1311	1425	6956	4568	4226	989	72	16
63	50554	1908	1060	1795	23628	10206	9919	1837	149	35	17
64	40924	919	1650	19600	8323	7419	2046	468	300	144	55
65	26787	931	3114	1347	1679	7948	5413	5196	1066	74	19
66	46531	1750	899	1804	20098	10444	8943	2408	125	37	23
67	38082	1043	2044	17828	7760	6853	1741	370	326	106	11
68	24265	959	3270	1449	1470	7721	4118	4358	851	54	15
69	40799	1878	1091	1740	17590	9065	7750	1480	146	36	23
70	36944	948	1990	17103	7836	6413	1746	432	321	127	28
71	28406	1044	3777	1459	1649	8763	5151	5224	1195	106	38
72	44304	1722	925	1842	19390	9474	8848	1892	118	70	23
73	33602	743	1598	16041	6426	5966	1897	446	313	140	32
74	26366	1424	2918	1370	1476	7852	4979	5161	1076	94	16
75	43270	2040	1388	1572	17761	9142	9225	1934	148	39	21
76	34444	967	1800	15766	6404	6337	2106	520	447	91	6
77	33741	961	3449	1891	3803	11379	5155	5767	1177	141	18
78	74512	2000	7637	21833	22539	9108	9230	1882	219	38	26
79	35108	1213	4240	14386	6042	5967	2148	598	391	107	16
80	26270	1122	3537	1310	1756	8006	4497	4652	1265	98	27
81	37356	1473	858	1830	16333	7759	7095	1822	119	37	30
82	36537	1388	1694	15573	8102	6248	2332	568	448	156	28
83	23619	1015	2847	1440	1605	7379	4089	4037	1108	77	22
84	44042	1711	1046	1892	17956	10213	7934	3110	129	38	13
85	35016	929	1705	16158	6642	6414	2090	478	425	153	22
86	29446	1368	3842	1489	2026	9978	4262	5306	1074	87	14
87	42292	2002	1163	1884	18720	8304	8182	1876	101	31	29
88	36253	1070	2426	17613	5645	6784	1891	398	311	90	25
89	25592	974	3604	1333	1680	8408	4165	4136	1165	86	41
90	44591	1596	1140	1824	20370	8995	8202	2245	145	55	19
91	29334	786	1553	14029	5206	4860	1935	439	407	103	16
92	27009	1020	3572	1199	1465	7876	5597	4833	1337	96	14
93	39712	1969	912	1486	16355	8486	8360	1915	177	37	15
94	34355	1109	1561	15614	6838	5837	2263	580	411	108	34
95	32049	818	2811	1250	1393	9391	7709	6832	1737	87	21
96	39955	1784	857	1504	16678	9142	7957	1859	137	31	6
97	36430	1084	1397	15835	8394	6460	2410	362	336	129	23
98	24598	890	3164	1462	1659	8106	4220	3994	1003	83	17
99	47279	2002	1156	2157	21367	9170	9405	1781	165	34	42
100	38580	1074	1911	19495	6682	6347	1969	507	400	173	22
