60	481	21	20	64	86	146	28	86	30	0	0
61	457	26	95	72	128	32	73	23	7	1	0
62	942	21	70	318	92	303	115	19	4	0	0
63	501	16	49	16	50	126	180	57	5	2	0
64	262	30	12	28	41	62	64	20	3	2	0
65	344	9	50	79	100	79	20	4	2	1	0
66	169	4	3	13	20	39	21	43	26	0	0
67	438	29	38	59	127	56	92	37	0	0	0
68	166	4	3	18	34	31	51	14	9	1	1
69	259	5	6	44	45	93	44	16	6	0	0
70	639	8	11	19	256	156	148	39	0	1	1
71	535	4	6	244	140	103	29	6	3	0	0
72	678	25	110	127	76	128	125	80	7	0	0
73	304	5	12	24	95	58	91	14	5	0	0
74	485	5	8	188	145	78	21	9	29	2	0
75	188	13	18	34	17	28	24	49	4	0	1
76	604	6	9	11	235	114	207	20	2	0	0
77	642	36	35	220	106	211	21	6	6	1	0
78	158	3	24	13	28	37	6	38	5	4	0
79	200	11	9	14	30	56	41	28	10	0	1
80	258	4	15	21	105	63	35	13	1	1	0
81	112	10	6	18	15	24	11	15	8	5	0
82	72	2	8	11	13	15	7	13	3	0	0
83	391	22	31	126	75	50	71	10	4	2	0
84	449	4	4	9	12	224	101	64	29	2	0
85	136	5	4	7	56	36	21	5	2	0	0
86	703	12	9	403	141	95	38	4	0	1	0
87	252	2	96	58	32	44	13	1	5	0	1
88	255	30	20	16	45	81	39	22	2	0	0
89	429	47	20	145	116	55	40	4	2	0	0
90	281	3	13	31	20	90	29	82	8	5	0
91	212	2	1	8	104	28	54	8	7	0	0
92	743	7	14	399	114	185	11	4	1	6	2
93	268	7	22	17	8	125	44	16	28	1	0
94	543	12	15	26	317	85	30	46	5	2	5
95	730	13	31	489	89	48	52	4	3	1	0
96	862	14	103	10	23	348	130	148	80	5	1
97	112	3	5	5	50	14	18	11	2	3	1
98	336	6	7	163	45	64	40	4	6	1	0
99	354	9	48	17	22	100	29	113	12	1	3
100	1148	23	5	19	547	137	390	27	0	0	0
